datelementid,uid,name,formname,valuetype,categorycomboid,uid,name,categoryoptioncomboid,uid,name,HMIS-CODE,HMIS-NAME,UPHMIS-DHIS2-NAME
1630805,sRihgab48ow,Birth anomalies,Birth anomalies,INTEGER,1625704,oj7imhNnlwV,New born complication,1625709,IpCnZhHIoyC,Outreferral (died), a438,"Number of new borns, diagnosed with birth anomalies at facility, managed, referred and died after 3 days (from the date of referral).",Birth anomalies_Outreferral (died)
1630805,sRihgab48ow,Birth anomalies,Birth anomalies,INTEGER,1625704,oj7imhNnlwV,New born complication,1625708,oa6QspyxAUe,Outreferral(status unknown), a439,"Number of new borns, diagnosed with birth anomalies at facility, referred and survival status unknown.",Birth anomalies_Outreferral(status unknown)
1630802,YDfOBP3mhIA,Others (NB),Others(NB),INTEGER,1625704,oj7imhNnlwV,New born complication,1625705,bo9Lf3f5Lqd,Sent home healthy after discharge, a440,"Number of new borns, diagnosed with other complication excluding above five types at facility, managed and sent home healthy during the reporting month.",Others (NB)_Sent home healthy after discharge
1630802,YDfOBP3mhIA,Others (NB),Others(NB),INTEGER,1625704,oj7imhNnlwV,New born complication,1625707,XSbYSL2Bs1e,LAMA, a441,"Number of newborns, diagnosed with other complication excluding above five types at facility, left the facility against medical advice during the reporting month.",Others (NB)_LAMA
1630802,YDfOBP3mhIA,Others (NB),Others(NB),INTEGER,1625704,oj7imhNnlwV,New born complication,1625706,D4rfct83siY,Died at facility, a442,"Number of new borns, diagnosed with other complication excluding above five types at facility, died at the facility during the reporting month.",Others (NB)_Died at facility
1630802,YDfOBP3mhIA,Others (NB),Others(NB),INTEGER,1625704,oj7imhNnlwV,New born complication,1625710,TpGMVYrsRfa,Outreferral (survival), a443,"Number of new borns, diagnosed with other complication excluding above five types at facility, managed, referred and survived after 3 days (from the date of referral).",Others (NB)_Outreferral (survival)
1630802,YDfOBP3mhIA,Others (NB),Others(NB),INTEGER,1625704,oj7imhNnlwV,New born complication,1625709,IpCnZhHIoyC,Outreferral (died), a444,"Number of new borns, diagnosed with other complication excluding above five types at facility, managed, referred and died after 3 days (from the date of referral)",Others (NB)_Outreferral (died)
1630802,YDfOBP3mhIA,Others (NB),Others(NB),INTEGER,1625704,oj7imhNnlwV,New born complication,1625708,oa6QspyxAUe,Outreferral(status unknown), a445,"Number of new borns, diagnosed with other complication excluding above five types at facility, referred and survival status unknown.",Others (NB)_Outreferral(status unknown)
1631035,FSKTTPz8NDt,OPD - Children upto 5 years,OPD 5 yrs,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a446,Number of children aged upto 5 years visited in the outpatient department (OPD) during the reporting month.,OPD - Children upto 5 years_
1630883,Y6zE8qe33ck,IPD - Children upto 5 years,IPD 5 years,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a447,Number of children aged upto 5 years admitted in the facility during the reporting month.,IPD - Children upto 5 years_
1630884,rR7OT9rMNjb,Received Inj.Gentamycin (5 years),Received Inj.Gentamycin(5years),INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a448,Number of children aged upto 5 years received injection Gentamycin in the facility during the reporting month.,Received Inj.Gentamycin (5 years)_
1630885,bGq3iwiKZJK,Received Tab/Sy. Amoxicillin (5 years),Received Tab/Sy. Amoxicillin (5years),INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a449,Number of children aged upto 5 years received tablet/syrup Amoxicillin in the facility during the reporting month.,Received Tab/Sy. Amoxicillin (5 years)_
1630961,KdezdFNiDcU,Referred out-Children (upto 5 Years),Referred out,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a450,Number of children aged upto 5 years referred out from the facility during the reporting month.,Children referred (Pneumonia)_
1630774,VsOTtxPccQm,OPD,OPD,INTEGER,1625975,bPi6siW7GhD,Outcome,1625977,WlFfEfA9qiv,Diarrhoea, a451,Number of children aged 2 months to 5 years diagnosed with diarrhoea in the out patient door (OPD) during the reporting month.,Children diagnosed with diarrhoea in OPD_
1630766,VBa6Og70ufZ,IPD,IPD,INTEGER,1625975,bPi6siW7GhD,Outcome,1625977,WlFfEfA9qiv,Diarrhoea, a452,Number of admitted children aged 2 months to 5 years diagnosed with diarrhoea in the facility during the reporting month.,IPD _Diarrhoea
1630769,ZcMSvNvvljX,Only ORS,Only ORS,INTEGER,1625975,bPi6siW7GhD,Outcome,1625977,WlFfEfA9qiv,Diarrhoea, a453,Number of children aged 2 months to 5 years diagnosed with diarrhoea given only ORS in the facility during the reporting month.,Only ORS _Diarrhoea
1630770,JSL5qNnjek1,Only Zinc,Only Zinc,INTEGER,1625975,bPi6siW7GhD,Outcome,1625977,WlFfEfA9qiv,Diarrhoea, a454,Number of children aged 2 months to 5 years diagnosed with diarrhoea given only Zinc in the facility during the reporting month.,Only Zinc_Diarrhoea
1630771,WITz8fkDE6S,ORS and Zinc,ORS and Zinc,INTEGER,1625975,bPi6siW7GhD,Outcome,1625977,WlFfEfA9qiv,Diarrhoea, a455,Number of children aged 2 months to 5 years diagnosed with diarrhoea given both ORS & Zinc in the facility during the reporting month.,ORS and Zinc_Diarrhoea
9072,Yv1rTgcs72v,Children (2 mths-5 yrs) with diarrhoea referred,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a456,"Number of children, aged 2 months to 5 years diagnosed with diarrhoea, referred out from the facility during the reporting month, or by ASHA/ANM (SC only).",Children (2 mths-5 yrs) with diarrhoea referred _
9074,wlVFYzmpK3l,Children (2 mths-5 yrs) diagnosed with pneumonia,,INTEGER,8854,I9rvBJeTtkF,ASHA/ANM,8856,tTPtRiZOPPt,By ASHA, a457,Number of diarrhoea cases suspected/diagnosed by ASHA during the reporting month.,Children (2 mths-5 yrs) diagnosed with pneumonia_By ASHA
9074,wlVFYzmpK3l,Children (2 mths-5 yrs) diagnosed with pneumonia,,INTEGER,8854,I9rvBJeTtkF,ASHA/ANM,8855,am4rOt2jrXK,By ANM, a458,Number of diarrhoea cases suspected/diagnosed by ANM during the reporting month.,Children (2 mths-5 yrs) diagnosed with pneumonia_By ANM
1630774,VsOTtxPccQm,OPD,OPD,INTEGER,1625975,bPi6siW7GhD,Outcome,1625976,xgy9uLcxLiH,Pneumonia, a459,Number of children aged 2 months to 5 years diagnosed with pneumonia in the out patient door (OPD) during the reporting month.,Children diagnosed with pneumonia in OPD_
1630766,VBa6Og70ufZ,IPD,IPD,INTEGER,1625975,bPi6siW7GhD,Outcome,1625976,xgy9uLcxLiH,Pneumonia, a460,Number of admitted children aged 2 months to 5 years diagnosed with pneumonia in the facility during the reporting month.,IPD _Pneumonia
1630767,lAtzjlwKRJz,Received Inj.Gentamycin,Received Inj.Gentamycin,INTEGER,1625975,bPi6siW7GhD,Outcome,1625976,xgy9uLcxLiH,Pneumonia, a461,Number of children aged 2 months to 5 years diagnosed with pneumonia received injection Gentamycin in the facility during the reporting month.,Received Inj.Gentamycin_Pneumonia
1630768,KkodgWhDlTF,Received Tab/Sy. Amoxicillin,Received Tab/Sy. Amoxicillin,INTEGER,1625975,bPi6siW7GhD,Outcome,1625976,xgy9uLcxLiH,Pneumonia, a462,Number of children aged aged 2 months to 5 years diagnosed with pneumonia received tablet/syrup Amoxicillin in the facility during the reporting month.,Received Tab/Sy. Amoxicillin_Pneumonia
9076,q1AFDEyyYA0,Children (2 mths-5 yrs) with pneumonia referred ,Referred out,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a463,"Number of children, aged 2 months to 5 years diagnosed with pneumonia, referred out from the facility during the reporting month or by ASHA/ANM (SC only)",Children (2 mths-5 yrs) with pneumonia referred _
9070,eDPpCAn4Jbs,Children (2 mths-5 yrs) diagnosed with diarrhoea,,INTEGER,8854,I9rvBJeTtkF,ASHA/ANM,8856,tTPtRiZOPPt,By ASHA, a464,Number of pneumonia cases suspected/diagnosed by ASHA during the reporting month.,Children (2 mths-5 yrs) diagnosed with diarrhoea _By ASHA
9070,eDPpCAn4Jbs,Children (2 mths-5 yrs) diagnosed with diarrhoea,,INTEGER,8854,I9rvBJeTtkF,ASHA/ANM,8855,am4rOt2jrXK,By ANM, a465,Number of pneumonia cases suspected/diagnosed by ANM during the reporting month.,Children (2 mths-5 yrs) diagnosed with diarrhoea _By ANM
9077,MvkCFXOWO7r,ASHAs with amoxicillin supply,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a466,"Number of ASHA with amoxicillin supply during the reporting month. (for 2 cses of Pneumonia i.e., 20 Dispersible talet and 2 Syrup)",ASHAs with amoxicillin supply_
9073,T6lIqhT8btj,ASHAs having ORS & Zinc stock,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a467,Number of ASHA with ORS & Zinc stock during the reporting month. ,ASHAs having ORS & Zinc stock _
9066,AlugYxGf7mk,Young infants diagnosed with sepsis by ANM,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a468,Number of young infants (0-2 month) diagnosed with sepsis by ANM during the reporting month.,Young infants diagnosed with sepsis by ANM_
1631010,tJlOq4ESSC5,Young infants given pre-referral dose (Inj. Gentamycin),No. of  young infants given pre-referral dose (Inj. Gentamycin),INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a469,Number of  young infants given pre-referral dose during the reporting month.,Young infants given pre-referral dose (Inj. Gentamycin)_
9068,m7MfehfGU9Q,Young infants completed 7-day antibiotic treatment,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a470,Number of young infants who completed 7-day antibiotic treatment during the reporting month.,Young infants completed 7-day antibiotic treatment_
9069,myvYJVckj1T,Young infants treated by ANM and survived,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a471,Number of young infants who were treated by ANM and survived during the reporting month.,Young infants treated by ANM and survived_
1630839,sIaJMceFvrN,Children died,Number of children died,INTEGER,1625938,MHN7Ghnqgqa,Death type,1625939,JdlW19G6D5h,0-28 days (Neonatal death), a472,Number of children died aged 0-28 days (Neonatal death) at the facility during the reporting month.,Children died_0-28 days (Neonatal death)
1630839,sIaJMceFvrN,Children died,Number of children died,INTEGER,1625938,MHN7Ghnqgqa,Death type,1625941,NHTFXPXDdum,29days-1year(post natal death), a473,Number of Children died aged 29 days-1 year (Post natal death) at the facility during the reporting month.,Children died_29days-1year(post natal death)
1630839,sIaJMceFvrN,Children died,Number of children died,INTEGER,1625938,MHN7Ghnqgqa,Death type,1625940,nVPGDW7PiR9,1-5 yr(child death), a474,Number of Children  died aged 1-5 years (Child death) at the facility during the reporting month.,Children died_1-5 yr(child death)
1630807,ZqMTjNXk3ZC,DMPA 1st dose (W),1st Dose of DMPA (women),INTEGER,1626187,mnCmNK1MmdC,Services FP,1626189,hgYps6Xw55q,Post abortion, a475,Number of women aged 15-49 years receiving the first dose of DMPA (Inj. Antara) after abortion during the reporting month. ,DMPA 1st dose (W)_Post abortion
1630807,ZqMTjNXk3ZC,DMPA 1st dose (W),1st Dose of DMPA (women),INTEGER,1626187,mnCmNK1MmdC,Services FP,1626190,v8bmwDQV1Rk,Post partum, a476,Number of women aged 15-49 years receiving the first dose of DMPA (Inj. Antara) after delivery (post partum) during the reporting month. ,DMPA 1st dose (W)_Post partum
1630807,ZqMTjNXk3ZC,DMPA 1st dose (W),1st Dose of DMPA (women),INTEGER,1626187,mnCmNK1MmdC,Services FP,1626188,fCMaxJx3F11,Post interval, a477,Number of women aged 15-49 years receiving  first dose of DMPA (Inj. Antara) in ‘interval’ period (6 wks after delivery/ any time when  woman is not pregnant other than post-partum or post-abortion) during the reporting month. ,DMPA 1st dose (W)_Post interval
1630827,vTNTV6GtTYH,FP fix days (p),Planned,INTEGER,1625731,Lq8pDc3CzRn,Services,1625733,ITsJsa4Cf6Y,FDS, a478,Number of fixed days for family planning services planned in the reporting month.,FP fix days (p)_FDS
1630828,GkiRvf0SVMW,FP fix days(H),Held,INTEGER,1625731,Lq8pDc3CzRn,Services,1625733,ITsJsa4Cf6Y,FDS, a479,Number of fixed days for family planning services held in the reporting month.,FP fix days(H)_FDS
1630827,vTNTV6GtTYH,FP fix days (p),Planned,INTEGER,1625731,Lq8pDc3CzRn,Services,1625732,wJ9gExrKm6n,FDOS, a480,Number of fixed days (Outreach) for family planning services planned in the reporting month.,FP fix days (p)_FDOS
1630828,GkiRvf0SVMW,FP fix days(H),Held,INTEGER,1625731,Lq8pDc3CzRn,Services,1625732,wJ9gExrKm6n,FDOS, a481,Number of fixed days (Outreach) for family planning services held in the reporting month.,FP fix days(H)_FDOS
1632373,eyb3ZBnn5WH,LAP services,,INTEGER,1625731,Lq8pDc3CzRn,Services,1625733,ITsJsa4Cf6Y,FDS, a482,Number of laparoscopic operation conducted on the FDS days in the reporting month.,LAP services_FDS
1632374,NtK25z1NjyG,ML-services,,INTEGER,1625731,Lq8pDc3CzRn,Services,1625733,ITsJsa4Cf6Y,FDS, a483,Number of minilap operation conducted on the FDS days in the reporting month.,ML-services_FDS
1632376,nfZxKlIZUFW,NSV-services,,INTEGER,1625731,Lq8pDc3CzRn,Services,1625733,ITsJsa4Cf6Y,FDS, a484,Number of NSV operation conducted on the FDS days during the reporting month.,NSV-services_FDS
1632379,XrFL03RRC5l,IUCD-services,,INTEGER,1625731,Lq8pDc3CzRn,Services,1625733,ITsJsa4Cf6Y,FDS, a485,Number of IUCD inserted on the FDS days during the reporting month.,IUCD-services_FDS
1630825,MV6Y8AQrVSE,DMPA (services),DMPA (Inj. Antara),INTEGER,1625731,Lq8pDc3CzRn,Services,1625733,ITsJsa4Cf6Y,FDS, a486,"Number of DMPA (Inj, Antara) given on the FDS days during the reporting month.",DMPA (services)_FDS
1630826,hwuehpM9mj4,Centchroman,Centchroman,INTEGER,1625731,Lq8pDc3CzRn,Services,1625733,ITsJsa4Cf6Y,FDS, a487,Number of centchroman tablets given on the FDS days during the reporting month.,Centchroman_FDS
1632373,eyb3ZBnn5WH,LAP services,,INTEGER,1625731,Lq8pDc3CzRn,Services,1625732,wJ9gExrKm6n,FDOS, a488,Number of laparoscopic operation conducted on the FDOS days during the reporting month.,LAP services_FDOS
1632374,NtK25z1NjyG,ML-services,,INTEGER,1625731,Lq8pDc3CzRn,Services,1625732,wJ9gExrKm6n,FDOS, a489,Number of minilap operation conducted on the FDOS days in reporting month,ML-services_FDOS
1632376,nfZxKlIZUFW,NSV-services,,INTEGER,1625731,Lq8pDc3CzRn,Services,1625732,wJ9gExrKm6n,FDOS, a490,Number of NSV operation conducted on the FDOS days in reporting month,NSV-services_FDOS
1632379,XrFL03RRC5l,IUCD-services,,INTEGER,1625731,Lq8pDc3CzRn,Services,1625732,wJ9gExrKm6n,FDOS, a491,Number of IUCD inserted on the FDOS days in reporting month,IUCD-services_FDOS
1630825,MV6Y8AQrVSE,DMPA (services),DMPA (Inj. Antara),INTEGER,1625731,Lq8pDc3CzRn,Services,1625732,wJ9gExrKm6n,FDOS, a492,"Number of DMPA (Inj, Antara) given on the FDOS days in reporting month",DMPA (services)_FDOS
1630826,hwuehpM9mj4,Centchroman,Centchroman,INTEGER,1625731,Lq8pDc3CzRn,Services,1625732,wJ9gExrKm6n,FDOS, a493,Number of centchroman tablets given on the FDOS days in reporting month,Centchroman_FDOS
1630777,P9Du06rJhwj,Follow up cases,Follow-up cases,INTEGER,13128,gat2yObFWCL,Follow-up Sterilisation,1626510,LuXiu4It3Tl,Male sterilisation, a494,Number of cases of Male sterlisation followed up during the reporting month,Follow up cases _Male sterilisation
1630777,P9Du06rJhwj,Follow up cases,Follow-up cases,INTEGER,13128,gat2yObFWCL,Follow-up Sterilisation,1626512,HY9uYcHC3De,Female sterilisation, a495,Number of cases of Female sterlisation followed up during the reporting month,Follow up cases _Female sterilisation
1630777,P9Du06rJhwj,Follow up cases,Follow-up cases,INTEGER,13128,gat2yObFWCL,Follow-up Sterilisation,1626509,TSt2nhYFqMn,PPIUCD, a496,Number of cases of PPIUCD insertion followed up during the reporting month,Follow up cases _PPIUCD
1630777,P9Du06rJhwj,Follow up cases,Follow-up cases,INTEGER,13128,gat2yObFWCL,Follow-up Sterilisation,1626508,ruZXrSBeqgy,IUCD, a497,Number of cases of IUCD insertion followed up during the reporting month,Follow up cases _IUCD
1630777,P9Du06rJhwj,Follow up cases,Follow-up cases,INTEGER,13128,gat2yObFWCL,Follow-up Sterilisation,1626511,uitxJlFYBjW,DMPA, a498,Number of cases of DMPA given followed up during the reporting month,Follow up cases _DMPA
1630778,QTvITzVjkTn,Complications,Complications,INTEGER,1626507,YFqg7guFlNf,Followup complication,1626509,TSt2nhYFqMn,PPIUCD, a499,Number of cases of complications after PPIUCD insertion during the reporting month,Complications_PPIUCD
1630778,QTvITzVjkTn,Complications,Complications,INTEGER,1626507,YFqg7guFlNf,Followup complication,1626511,uitxJlFYBjW,DMPA, a500,Number of cases of complications after DMPA given during the reporting month,Complications_DMPA
9081,hdYE2nsRx2d,Beneficiaries received counselling for FP,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a501,Number of beneficiaries who were counselled on FP by the counsellor during the reporting month,Beneficiaries received counselling for FP_
9482,U6GUoI3IkwN,Beneficiaries presented with complete Basket of Choice,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a502,Number of beneficiaries who were told and discussed about each and every method of contraception by the counsellor during the reporting month.,Beneficiaries presented with complete Basket of Choice_
1631546,PZLXbWgoqhN,Pregnant women receiving JSSK Services Drugs and Consumables,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a503,Number of pregnant women received drugs and consummables under JSSK at the facility during the reporting month.,PW Drugs and Consumables_
9492,v36o8edojih,Newborns receiving JSSK Services,,INTEGER,8874,RShXmwUxHr5,JSSK Services,8877,cOvqlQ1rKrE,Drugs and Consumables, a504,Number of pregnant newborn received drugs and consummables under JSSK at the facility during the reporting month.,Newborns receiving JSSK Services_Drugs and Consumables
1630800,K2tTwUh9NJy,Ultrasound test,Ultrasound test,INTEGER,1626220,Hmj43PtuXDz,JSSK,1626222,svtwwOpurbg,Pregnant women, a505,Number of pregnant women received ultrasound test under JSSK at the facility during the reporting month.,Ultrasound test_Pregnant women
1631548,iOt7o3TvNG4,Pregnant women receiving JSSK Services Diet,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a506,Number of pregnant women received diet under JSSK at the facility during the reporting month.,PW Diet_
1631545,qflIECaldR1,Pregnant women receiving JSSK Services Blood Transfusion,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a507,Number of pregnant women received blood transfusion under JSSK at the facility during the reporting month.,PW blood transfusion_
1631549,ozzIeiddUyN,Pregnant women receiving JSSK Services Diagnostics Services,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a508,Number of pregnant women received diagnostic services under JSSK at the facility during the reporting month.,PW diagnostic servicesÂ _
9492,v36o8edojih,Newborns receiving JSSK Services,,INTEGER,8874,RShXmwUxHr5,JSSK Services,8878,s68zNh7ssqX,Diagnostics Services, a509,Number of pregnant Newborn received diagnostic services under JSSK at the facility during the reporting month.,Newborns receiving JSSK Services_Diagnostics Services
1631551,qXspxBDrTP8,PW transported from lower to higher hospitals (IFT),,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a510,Number of pregnant women received transported from lower to higher hospitals (IFT) under JSSK at the facility during the reporting month.,PW transported from lower to higher hospitals (IFT)_
9492,v36o8edojih,Newborns receiving JSSK Services,,INTEGER,8874,RShXmwUxHr5,JSSK Services,8876,Ac5cDgSX3j5,Transported from lower to higher hospitals, a511,Number of pregnant Newborn received transported from lower to higher hospitals (IFT) under JSSK at the facility during the reporting month.,Newborns receiving JSSK Services_Transported from lower to higher hospitals
9100,OHdD3HES2X5,Pregnant women receiving JSSK Services,,INTEGER,8874,RShXmwUxHr5,JSSK Services,8875,gBzmANHnG0n,Transported from home to hospital, a512,Number of pregnant women transported from home to hospital under JSSK during the reporting month.,Pregnant women receiving JSSK Services_Transported from home to hospital
9492,v36o8edojih,Newborns receiving JSSK Services,,INTEGER,8874,RShXmwUxHr5,JSSK Services,8875,gBzmANHnG0n,Transported from home to hospital, a513,Number of pregnant women received drop back under JSSK from the facility during the reporting month.,Newborns receiving JSSK Services_Transported from home to hospital
1631555,xFbpDV663ak,Pregnant women receiving JSSK Services Drop back,,INTEGER,1626220,Hmj43PtuXDz,JSSK,1626222,svtwwOpurbg,Pregnant women, a514,Number of newborns transported from home to hospital under JSSK during the reporting month.,Drop back_Pregnant women
1631555,xFbpDV663ak,Pregnant women receiving JSSK Services Drop back,,INTEGER,1626220,Hmj43PtuXDz,JSSK,1626221,QLxp2ax8CRL,New born, a515,Number of newborns given drop back under JSSK from the facility during the reporting month.,Drop back_New born
9483,Gqxz6YlkZDc,Newborns received free treatment under JSSK,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a516,Number of newborn received free treatment under JSSK at the facility during the reporting month.,Newborns received free treatment under JSSK_
9484,vuzSex7ZCxC,Complain received,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a517,Number of complaints from the beneficiaries  received at the facility during the reporting month.,Complain received_
9485,uULzcMXOegs,Complain resolved,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a518,Number of complaints  resolved in JSSK grievance redressal at the facility during the reporting month.,Complain resolved_
9138,mXlnh9huvCO,Misbehaviour incidents by patients & relatives,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a519,Number of misbehaviour incidents by patients & relatives at the facility during the reporting month.,Misbehaviour incidents by patients & relatives_
9139,wCfuN0DdWNQ,Employees reported absent during inspections,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a520,Number of employees reported absent during inspections at the facility during the reporting month.,Employees reported absent during inspections_
9140,hMkTSMOrnDH,Is any agency hired for bio medical waste management?,,BOOLEAN,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a521,Whether an agency is hired for bio medical waste management at facility or not by the end of the reporting month.,Is any agency hired for bio medical waste management? _
9141,FX7RvMmmYQR,Contract rate per bed (Rs.),,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a522,Where there is contract rate per bed or not.,Contract rate per bed (Rs.)_
9142,uM89Uf6disf,Bio medical waste was lifted by agency,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a523,Whether bio-medical waste is lifted by any agency during the reporting month or not.,Bio medical waste was lifted by agency_
9151,wuovBqMM4d4,Indents made as per rate contract,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a524,Number of indents for drugs and consumables made as per rate contract at facility during the reporting month.,Indents made as per rate contract _
9152,OB9wctmOul2,Value of purchase orders placed as per rate contract (in Rs.),,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a525,Value of purchase orders placed as per rate contract at the facility by the end of the reporting month.,Value of purchase orders placed as per rate contract (in Rs.)_
9153,CV0tKapfKLL,Indents made as per rate contract against which supply not received,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a526,"Number of indents, made as per rate contract, with no supply at facility during the reporting month.",Indents made as per rate contract against which supply not received _
9154,cfbQpsgwC1e,Indents made for local purchase,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a527,Number of indents made for local purchase at facility during the reporting month.,Indents made for local purchase_
9155,XYNjnsOIIXw,Value of purchase orders placed as per local purchase,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a528,Number of value of purchase orders placed as per local purchase at the facility by the end of the reporting month.,Value of purchase orders placed as per local purchase_
9093,ImZD1iKDb1U,Drugs expired,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a529,Number of drugs expired during the reporting month.,Drugs expired_
9092,yT4HMZcpDS9,Out of stock medicines including emergency medicine,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a530,Number of medicines stock out including emergency medicines at the facility during the reporting month.,Out of stock medicines including emergency medicine_
9143,FgjhLYFV6RY,Block constituted HMIS/MCTS validation committee,,BOOLEAN,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a531,Whether the facility (PHC/CHC/DH) has constituted HMIS/MCTS validation committee or not.,Block constituted HMIS/MCTS validation committee_
1632390,PGV2lTfnbRX,District HMIS/MCTs validation committee meeting held,,BOOLEAN,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a532,Whether HMIS/MCTS validation committee meeting was held at the facility (PHC/CHC/DH) or not.,District HMIS/MCTs validation committee meeting held_
1631560,SpEAm70896k,Purchase committee meeting held in DH for the month,,BOOLEAN,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a533,Whether purchase committee meeting was held at the facility (PHC/CHC/DH) during the reporting month or not.,Purchase committee meeting held in DH for the month_
1631562,SpEzHczg5lq,Physical verification of stock held in DH during the month,,BOOLEAN,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a534,Whether physical verification of stock was held in the facility (PHC/CHC/DH) during the reporting month.,Physical verification of stock held in DH during the month_
9489,FnFCfMhnvq3,Grievance redressal cell functional,,BOOLEAN,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a535,Whether grievance redressal cell is functional at the facility during the reporting month or not.,Grievance redressal cell functional_
1631564,b3a3dP7aQNO,Complaints/greivances of patient's received,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a536,Number of complaines/greivances of patients' received at the facility during the reporting month.,Complaints/greivances of patient's received_
1631566,XHdX5hIjDyn,Complaints/greivances of patient's resolved,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a537,Number of complaines/greivances of patients' resolved at the facility during the reporting month.,Complaints/greivances of patient's resolved_
9490,mknYoJFW68j,Citizen charter available,,BOOLEAN,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a538,Whether Citizen charter is available at the facility or not.,Citizen charter available_
1631011,vm4ePHoI2ST,AAA meeting planned,AAA meeting planned,BOOLEAN,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a539,Whether AAA meeting planned at the facility during the reporting month or not.,AAA meeting planned_
9129,oI29MFihkAn,AAA meetings  held,,BOOLEAN,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a540,Whether AAA meeting was held at the facility during the reporting month or not.,AAA meetings  held_
9130,NN9lJ5zwG1M,ASHAs present in AAA meeting,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a541,Number of ASHA present in AAA meeting,Sessions where ASHAs were present_
9131,KJE2BBBU8vE,AWW in SC area and participated in the AAA meeting,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a542,Number of AWW present in AAA meeting,AWW in SC area and participated in the AAA meeting_
1631012,l6pQjSCiMEI,VHSNC formulated/constituted,VHSNC formulated/constituted,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a543,Number of Village Health Sanitation and Nutrition Committees constituted in the particular Sub center area based on the number of Gram Panchayats ,VHSNC formulated/constituted_
1631013,sCRv2NrSOGX,VHSNC meeting held,VHSNC meeting held,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a544,Whether monthly meeting of the VHSNC held with proper quorum meaning at least 2/3 members attended the meeting,VHSNC meeting held _
